,energy_price,capacity_MW
0,15.8158,262.77793333333335
1,19.722695,5428.118733333334
2,21.02674006369427,997.0014000000001
3,21.25796707920792,110.77793333333375
4,21.30691791044776,332.3337999999994
5,22.667904029126216,110.77793333333375
6,24.056758239436622,443.1117333333332
7,24.32569595330739,443.1117333333332
8,25.662925720524015,110.77793333333466
9,27.642651297709925,110.77793333333284
10,29.29576028169014,1107.7793333333339
11,29.943435697211154,332.3337999999985
12,30.42146769547325,553.8896666666678
13,34.69767184563758,110.77793333333284
14,34.89741205387205,110.77793333333284
15,36.28277974025974,110.77793333333466
16,38.78882542857143,110.77793333333284
17,40.963055454545454,110.77793333333284
18,42.43977043902439,110.77793333333466
19,48.83356172284644,553.889666666666
20,50.1579775,221.5558666666675
21,52.242838413461534,1107.779333333332
22,53.19780615969582,221.5558666666675
23,55.668265294117646,1107.7793333333339
24,57.56649130434782,221.55586666666568
25,58.05901892857143,221.5558666666675
26,60.995301877729254,221.55586666666568
27,62.25091919148936,110.77793333333466
28,63.0563587394958,221.55586666666568
29,63.869039610389606,110.77793333333466
30,74.71196517094016,3655.6718
31,76.46221220588235,775.4455333333317
32,76.70659741092636,221.55586666666932
33,77.88001327835052,4209.561466666666
34,78.57600081570997,110.77793333333466
35,78.94052088791848,110.77793333333102
36,94.52924920454547,4098.783533333335
37,94.66646787628866,110.77793333333466
38,95.01103108870969,110.77793333333102
39,99.68057415611814,1661.6690000000017
40,102.03896994579947,221.55586666666568
41,107.35083254691689,110.77793333333466
42,108.5622201907357,332.33380000000034
43,119.36640038095238,1107.779333333332
44,123.76223038022813,443.111733333335
45,129.7715678817734,221.55586666666204
46,132.15344535519125,553.8896666666697
47,133.7085273548387,59.96809999999823
48,139.02671971590908,779.5852999999988
49,147.06681014925374,4857.416100000002
50,168.23262,239.8724000000002
51,207.0344820833333,59.96809999999823
52,230.94646421052633,959.4896000000008
53,338.35133,539.7128999999986
54,380.4399455555556,119.93619999999646
55,494.50191428571424,839.5534000000043
56,559.562974,239.8724000000002
57,578.3269466666667,779.5852999999988
58,778.1733360000001,659.6490999999951
59,876.94181,359.80860000000393
60,1010.88392,899.5215000000026
61,1038.526034,59.96809999999823
62,1209.1136714285715,59.96809999999823
63,1368.60394,59.96809999999823
64,1664.293275,59.96809999999823
65,1749.9284,359.80860000000393
