day,cost,run_time
1,15792525.42701489,0.9663040637969971
2,17933642.62653564,0.8450942039489746
3,19905397.65468989,0.9045579433441162
4,17433649.112065397,0.8918478488922119
5,18823165.027334165,0.881417989730835
6,20628480.404240962,0.8326280117034912
7,17766572.06097645,0.8825972080230713
8,15450994.746976696,0.8799941539764404
9,16368500.756272888,0.8283188343048096
10,21737867.828646094,0.8339390754699707
11,19778386.948178757,0.8964641094207764
12,21726110.52190293,0.9078028202056885
13,22877967.102791708,0.8553562164306641
14,17859557.405526247,0.8924851417541504
15,20186799.774527606,0.9000370502471924
16,16457934.891932122,0.8545308113098145
17,19199890.353845313,0.9181089401245117
18,15400562.346390828,0.8407621383666992
19,18297996.102520194,0.8754010200500488
20,19365602.51979216,0.9137320518493652
21,15254530.395895222,0.8853249549865723
22,14253084.101195557,0.8380880355834961
23,15341393.391715256,0.8428032398223877
24,17350596.220597226,0.8777279853820801
25,17688036.080127392,0.9010679721832275
26,19432006.915041838,0.9049122333526611
27,18784361.46977775,0.8334572315216064
28,19693211.226515695,0.8376362323760986
29,18842779.405477617,0.8478140830993652
30,15116903.732985929,0.9421050548553467
31,20142608.320585463,0.9095680713653564
32,16678598.74523674,0.8496339321136475
33,16643874.536790485,0.9168210029602051
34,19544325.29348986,0.9105410575866699
35,18176232.289251134,0.8201048374176025
36,15198022.337268278,0.9166710376739502
37,14535451.252975477,0.9061498641967773
38,17392661.716554943,0.8526248931884766
39,17300591.30582243,0.9231770038604736
40,17681076.238421503,0.9088740348815918
41,16750111.501787284,0.8349659442901611
42,16625413.933554167,0.8688750267028809
43,14647147.20183851,0.9034998416900635
44,13667679.142616853,0.9114029407501221
45,14065524.427288765,0.8541369438171387
46,12324887.016410818,0.9142279624938965
47,13681327.622697568,0.9358680248260498
48,16767999.533492826,0.8554308414459229
49,17268538.422577087,0.9000401496887207
50,15037728.515539067,0.8949549198150635
51,12099229.73022105,0.8192389011383057
52,11781339.54832901,0.9167029857635498
53,15471736.84262739,0.9251871109008789
54,17338517.960104354,0.8313219547271729
55,19712588.810593788,0.8376808166503906
56,19057334.89712846,0.8876891136169434
57,17327665.53516239,0.8864891529083252
58,14797548.197512457,0.8466429710388184
59,16068528.722001342,0.9116239547729492
60,17333954.10817985,0.9095120429992676
61,18020960.86700688,0.8396883010864258
62,17215626.5098175,0.9197821617126465
63,14237981.371528862,0.8850641250610352
64,11319233.106117496,0.829599142074585
65,11498222.50309058,0.8935999870300293
66,15755590.220033458,0.8964498043060303
67,16015639.70929425,0.8207919597625732
68,13854174.555003665,0.8658130168914795
69,14114404.893850094,0.89243483543396
70,15722140.970935762,0.9041569232940674
71,13172788.520715661,0.8383839130401611
72,10100662.75613716,0.907275915145874
73,13879598.673358725,0.9842631816864014
74,13630987.527108118,0.8541481494903564
75,11854586.671296692,0.8994231224060059
76,14331571.738515085,0.8956630229949951
77,14963987.5230629,0.8362739086151123
78,13621330.711927166,0.8856918811798096
79,8266096.766995035,0.9018409252166748
80,12476673.980565563,0.8277287483215332
81,15658774.854575485,0.8217239379882812
82,16198324.200687826,0.9062080383300781
83,15566785.036388123,0.8379850387573242
84,15978563.5040898,0.887963056564331
85,12371331.76571025,0.9184188842773438
86,10266691.994114183,0.8372490406036377
87,15993180.97588331,0.8895678520202637
88,10039436.665444667,0.9153220653533936
89,11372015.830364883,0.8274548053741455
90,11638692.328908747,0.8775110244750977
91,12920940.953091606,0.8149979114532471
92,10383997.828410607,0.8731439113616943
93,7644324.824727174,0.9151010513305664
94,10314824.933490105,0.8384151458740234
95,11617739.956760073,0.8885807991027832
96,16332652.812378854,0.8940491676330566
97,19854474.52812543,0.8297832012176514
98,19456107.745090276,0.868354082107544
99,10208344.120826785,0.8958010673522949
100,8330411.125081255,0.813316822052002
101,10714267.395012107,0.8326852321624756
102,11369242.98085018,0.915734052658081
103,12925695.155342227,0.8840110301971436
104,11696755.203019174,0.8303229808807373
105,10295279.643382521,0.8231189250946045
106,8716477.47458033,0.8878300189971924
107,8127002.964785274,0.9018678665161133
108,10792174.129988886,0.857208251953125
109,10960351.325934876,0.9362490177154541
110,10285265.312340073,0.8296520709991455
111,11629523.477504505,0.9056649208068848
112,9654377.567996575,0.915956974029541
113,9088972.751280408,0.8399920463562012
114,10867543.501588885,0.900219202041626
115,14197674.283941915,0.851783037185669
116,13055719.783467723,0.8351197242736816
117,9885078.090756232,0.9002211093902588
118,10414619.626740871,0.9000928401947021
119,11748641.266132146,0.8393218517303467
120,9375996.284647608,0.9059090614318848
121,8041144.998696652,0.8852138519287109
122,11070483.793023873,0.8088910579681396
123,12283444.956002092,0.8724801540374756
124,14643443.890709639,0.8248457908630371
125,13526179.996363575,0.882192850112915
126,11419820.705020824,0.9028229713439941
127,8707348.95949386,0.8260421752929688
128,7345559.130234395,0.812885046005249
129,10104159.843285004,0.875399112701416
130,10624052.258446952,0.8713531494140625
131,10897048.483738007,0.8187029361724854
132,11633999.60247068,0.8867380619049072
133,13139670.236891394,0.8305437564849854
134,14632918.392161587,0.8689079284667969
135,11572638.761769772,0.873676061630249
136,9996136.077732103,0.8084237575531006
137,10496097.873609548,0.870574951171875
138,14157031.11133641,0.8119609355926514
139,13491924.211495345,0.8200833797454834
140,10768174.509985695,0.8738322257995605
141,10705706.333342014,0.8104655742645264
142,9716052.543619022,0.8195152282714844
143,12760433.41578248,0.8162050247192383
144,18728781.036826536,0.8722090721130371
145,20852127.5338379,0.8873107433319092
146,15977738.027515596,0.8326489925384521
147,12639983.220162129,0.8773219585418701
148,8844599.617252557,0.8156599998474121
149,8328250.097077691,0.8182380199432373
150,9124193.320360838,0.8172919750213623
151,13149900.289572904,0.8757359981536865
152,16092388.653746113,0.814476728439331
153,15008779.435462007,0.8732929229736328
154,12689350.927927546,0.9425749778747559
155,10997651.934868714,0.8366270065307617
156,10613081.464853639,0.8147881031036377
157,13363520.589279642,0.8744630813598633
158,14677836.974423831,0.887427806854248
159,15792898.0126433,0.8218250274658203
160,21119654.806198493,0.8069791793823242
161,24605814.999960408,0.8727459907531738
162,17310947.01411337,0.8701701164245605
163,12708598.608446097,0.8163549900054932
164,13931040.165495872,0.8184008598327637
165,15909749.951839358,0.8153269290924072
166,19418389.585785963,0.8731570243835449
167,17175457.573779695,0.8897190093994141
168,13504358.368988583,0.8232691287994385
169,10599809.601897506,0.8764560222625732
170,11402239.322173102,0.8132419586181641
171,21031154.24276747,0.8698339462280273
172,27713470.817922562,0.8714847564697266
173,32018563.313137334,0.8129959106445312
174,29106448.050717,0.8188931941986084
175,26697464.964377493,0.8739418983459473
176,20399750.015039366,0.8690760135650635
177,20267938.567146603,0.809912919998169
178,28340506.994297307,0.8163771629333496
179,26935967.557902213,0.8742580413818359
180,23657599.04621576,0.873960018157959
181,20009063.226554584,0.8174409866333008
182,19103724.756739337,0.8180549144744873
183,13712010.165189696,0.8178439140319824
184,10657187.665165562,0.8945720195770264
185,11514849.37495783,0.8986451625823975
186,16998690.976679,0.8346822261810303
187,18357538.114309724,0.8744077682495117
188,20756883.943885267,0.9013171195983887
189,21565342.49524953,0.8277587890625
190,17585279.990084734,0.8669228553771973
191,20333754.180028554,0.8366241455078125
192,26520884.33153316,0.8826432228088379
193,22877325.64329144,0.8784599304199219
194,23475392.396111894,0.8480446338653564
195,26458250.00282541,0.8733959197998047
196,27218975.607148185,0.91792893409729
197,25589157.933340963,0.8171448707580566
198,25770753.864644572,0.9248950481414795
199,32469522.14031389,0.9753718376159668
200,29085553.403386842,0.8765871524810791
201,26838300.56605796,0.8382997512817383
202,24126081.92847879,0.8959097862243652
203,21939157.6632422,0.9103078842163086
204,19237820.653297324,0.8467929363250732
205,19661325.847596202,0.835806131362915
206,25894376.18767013,0.8313469886779785
207,25908976.75967169,0.9187240600585938
208,24638041.143360626,0.8409090042114258
209,25993476.87252395,0.8391151428222656
210,27822454.240486432,0.8517129421234131
211,26906774.81698216,0.8878469467163086
212,26175150.973268624,0.8240540027618408
213,32742197.75236559,0.8795149326324463
214,29085392.63685581,0.8477139472961426
215,31171874.329227332,0.8917078971862793
216,35797036.42002327,0.9145989418029785
217,30031011.55878358,0.8342599868774414
218,22225275.88753817,0.8173120021820068
219,22858479.27163999,0.8384230136871338
220,31023926.022954166,0.9546442031860352
221,32817653.488646567,0.9393870830535889
222,32481473.071355104,0.8476440906524658
223,30939639.916647956,0.8443260192871094
224,29028344.70822816,0.8290488719940186
225,26868263.258941475,0.907008171081543
226,25041476.010091275,0.9196648597717285
227,33047352.984853715,0.8359010219573975
228,39390760.49258486,0.849841833114624
229,35746970.05038539,0.8403079509735107
230,30267472.13220351,0.8856570720672607
231,29009739.765507996,0.8861258029937744
232,24742230.760977898,0.8440849781036377
233,20271026.346816577,0.8348779678344727
234,25306161.67961894,0.8352699279785156
235,32096891.462824058,0.9028160572052002
236,33963034.49572175,0.9119162559509277
237,31502586.252054494,0.8491830825805664
238,28792546.747852746,0.8372151851654053
239,21207396.204826053,0.822608232498169
240,20156978.23087738,0.881155252456665
241,27707627.37613207,0.8874809741973877
242,31531803.055829123,0.8284800052642822
243,36798930.90468048,0.827268123626709
244,42465890.80051315,0.828618049621582
245,38128665.49561545,0.884782075881958
246,38542029.154778995,0.8879411220550537
247,40593467.84308506,0.8322150707244873
248,50304064.63014367,0.8379828929901123
249,58106357.5038566,0.8316249847412109
250,53628180.76427596,0.9056680202484131
251,58191152.15760294,0.9238848686218262
252,45357426.98089402,0.8474087715148926
253,32541599.356729355,0.8456587791442871
254,30653255.994894534,0.8456809520721436
255,33062708.813176777,0.9180819988250732
256,23869143.956965104,0.8789949417114258
257,20771434.570257083,0.8272099494934082
258,18289688.448886704,0.9102680683135986
259,17478357.593362737,0.842238187789917
260,13902691.361281956,0.8454451560974121
261,14716383.787676444,0.827031135559082
262,19165734.752038345,0.9029860496520996
263,20132404.70276015,0.8366498947143555
264,18069705.226927172,0.9013009071350098
265,19668097.14099728,0.8415060043334961
266,23651527.317307513,0.8435769081115723
267,23493279.336454257,0.8848261833190918
268,21347498.398853816,0.8440060615539551
269,27437577.630832117,0.9449601173400879
270,28086602.673695907,0.8454787731170654
271,27650654.289803866,0.8757691383361816
272,25374518.083215427,0.8549668788909912
273,21704901.545118872,0.9379231929779053
274,16189317.694873005,0.8648440837860107
275,15356820.22138152,0.8642070293426514
276,20719481.688721117,0.8399810791015625
277,23261347.725879,0.8235540390014648
278,24178340.91359367,0.9147670269012451
279,24313962.896930248,0.84775710105896
280,24784286.467283864,0.8493821620941162
281,21365765.039514508,0.848790168762207
282,19039688.057498734,0.9209051132202148
283,22717178.646241713,0.8765861988067627
284,21124199.568016235,0.8698837757110596
285,20627929.227767408,0.8618628978729248
286,20647021.690391365,0.8650248050689697
287,19437514.544565164,0.9235727787017822
288,15924950.121822022,0.8534810543060303
289,14432687.717043666,0.9390358924865723
290,20023423.212621927,0.8810710906982422
291,21963981.57358247,0.8660480976104736
292,24521015.77522868,0.8635871410369873
293,24743748.293446954,1.0128388404846191
294,18600372.85810059,0.8866550922393799
295,11718270.12643639,0.8817222118377686
296,11133429.76465123,0.8684327602386475
297,16475230.321755206,0.93595290184021
298,15391532.883083707,0.8720569610595703
299,14425408.125812272,0.8700888156890869
300,16608639.473381853,0.8709378242492676
301,18692528.762276098,0.9382631778717041
302,15077974.529991658,0.9525549411773682
303,14962243.259037873,0.9047300815582275
304,19908377.19693952,0.8561179637908936
305,16317486.725011632,0.8565590381622314
306,14223239.763815334,0.9116861820220947
307,14643368.75478146,0.8568832874298096
308,16376688.62071023,0.9525971412658691
309,12005609.244949235,0.8613941669464111
310,12103539.122438224,0.9132318496704102
311,17464979.095577013,0.8807628154754639
312,18899247.396576874,0.9362781047821045
313,15392193.895423824,0.8623819351196289
314,17477778.009484228,0.881199836730957
315,18567963.055852506,0.8819708824157715
316,14571134.397078661,0.9375958442687988
317,13753929.78430757,0.8736860752105713
318,18992961.252478153,0.9360778331756592
319,18396461.9731877,0.9237997531890869
320,18319634.774985533,1.0074760913848877
321,18755313.81904189,0.9385409355163574
322,18931874.942516524,0.870805025100708
323,16104878.166012323,0.8739550113677979
324,16444181.445252547,0.8764560222625732
325,20796653.465543877,0.9252839088439941
326,19968349.14438424,0.9300060272216797
327,17791111.903500065,0.8560628890991211
328,12915134.84328506,0.8878278732299805
329,14875197.212340182,0.899240255355835
330,13784099.39274443,0.8676371574401855
331,14721178.71732878,0.9498779773712158
332,14065848.846821338,0.9143028259277344
333,17728726.986626234,1.0438792705535889
334,21123571.147526607,0.8727133274078369
335,20532853.02652934,0.869704008102417
336,21504788.273654293,0.8846280574798584
337,21951301.967644557,0.918126106262207
338,16025259.174750961,0.9165751934051514
339,15723198.884817375,0.8866240978240967
340,19470336.98878515,0.868739128112793
341,21067693.707709182,0.8682229518890381
342,22383489.910831664,0.8880078792572021
343,20416960.810709547,0.9258370399475098
344,18439193.491690632,0.9318537712097168
345,15138036.13759999,0.8607609272003174
346,21474340.319625612,1.0081610679626465
347,21353975.6968428,0.873593807220459
348,22745089.876717746,0.8891067504882812
349,23549913.198897853,1.0455701351165771
350,22255818.21788101,0.9204800128936768
351,20380339.922687333,0.8698339462280273
352,19277456.754982613,0.8743600845336914
353,23770908.7525225,0.8773691654205322
354,23923268.944910515,0.890937089920044
355,22084617.72756699,0.91520094871521
356,23467297.417312786,0.9229998588562012
357,20244422.17288122,0.8807392120361328
358,17302737.35041574,0.8645420074462891
359,15409468.032324404,0.8691022396087646
360,18907810.588946972,0.871718168258667
361,18814064.067579474,0.917910099029541
362,14574144.260382233,0.9180443286895752
363,20693441.286575302,0.8700032234191895
364,15893886.15614711,0.8795661926269531
365,15411423.090706227,0.8663210868835449
